Time,Position/LatitudeDegrees,Position/LongitudeDegrees,AltitudeMeters,DistanceMeters,HeartRateBpm/Value
2019-09-28T18:11:54.000+02:00,46.867114901542664,19.883819937705994,119.5,9230.350000000002,174
2019-09-28T18:11:55.000+02:00,46.867114901542664,19.88378655910492,119.8,9233.06,173
2019-09-28T18:11:56.000+02:00,46.86711657047272,19.883749961853027,120.0,9235.76,173
2019-09-28T18:11:57.000+02:00,46.867114901542664,19.883716583251953,120.6,9238.45,173
2019-09-28T18:11:58.000+02:00,46.86711657047272,19.883676648139954,120.6,9241.13,173
2019-09-28T18:11:59.000+02:00,46.867119908332825,19.88363826274872,120.6,9243.860000000002,173
2019-09-28T18:12:00.000+02:00,46.86712324619293,19.88359832763672,120.6,9246.630000000001,172
2019-09-28T18:12:01.000+02:00,46.867124915122986,19.883559942245483,119.8,9249.44,172
2019-09-28T18:12:02.000+02:00,46.86712825298309,19.883519887924194,119.6,9252.25,172
2019-09-28T18:12:03.000+02:00,46.86712992191315,19.883483290672302,119.3,9255.1,172
2019-09-28T18:12:04.000+02:00,46.867133259773254,19.883449912071228,119.1,9257.95,172
2019-09-28T18:12:05.000+02:00,46.86714160442352,19.883416652679443,118.6,9260.760000000002,173
2019-09-28T18:12:06.000+02:00,46.867146611213684,19.88337993621826,118.5,9263.550000000001,173
2019-09-28T18:12:07.000+02:00,46.86714828014374,19.88334822654724,118.1,9266.340000000002,173
2019-09-28T18:12:08.000+02:00,46.867151618003845,19.88331663608551,117.8,9269.070000000002,173
2019-09-28T18:12:09.000+02:00,46.867156624794006,19.88327991962433,117.6,9271.740000000002,173
2019-09-28T18:12:10.000+02:00,46.86716163158417,19.883243322372437,117.5,9274.43,170
2019-09-28T18:12:11.000+02:00,46.86716163158417,19.883201599121094,117.6,9277.150000000001,170
2019-09-28T18:12:12.000+02:00,46.867164969444275,19.88315999507904,117.6,9279.93,170
2019-09-28T18:12:13.000+02:00,46.86716663837433,19.88312327861786,118.0,9282.760000000002,170
2019-09-28T18:12:14.000+02:00,46.867169976234436,19.883086562156677,118.1,9285.59,170
2019-09-28T18:12:15.000+02:00,46.8671749830246,19.88304328918457,118.3,9288.42,170
2019-09-28T18:12:16.000+02:00,46.867183327674866,19.883001565933228,118.8,9291.33,170
2019-09-28T18:12:17.000+02:00,46.86718821525574,19.882961630821228,118.8,9294.28,170
2019-09-28T18:12:18.000+02:00,46.8671932220459,19.882924914360046,119.6,9297.24,170
2019-09-28T18:12:19.000+02:00,46.86719822883606,19.88289165496826,119.8,9300.18,170
2019-09-28T18:12:20.000+02:00,46.86720323562622,19.88285493850708,119.6,9303.09,170
2019-09-28T18:12:21.000+02:00,46.86720824241638,19.8828182220459,119.8,9305.98,170
2019-09-28T18:12:22.000+02:00,46.86721158027649,19.882781624794006,120.1,9308.86,170
2019-09-28T18:12:23.000+02:00,46.86721658706665,19.882741570472717,120.3,9311.74,170
2019-09-28T18:12:24.000+02:00,46.86722493171692,19.88270664215088,120.5,9314.62,170
2019-09-28T18:12:25.000+02:00,46.86722993850708,19.882669925689697,120.6,9317.51,173
2019-09-28T18:12:26.000+02:00,46.86723494529724,19.88263499736786,120.6,9320.390000000001,173
2019-09-28T18:12:27.000+02:00,46.8672399520874,19.882596611976624,120.6,9323.24,173
2019-09-28T18:12:28.000+02:00,46.8672399520874,19.88255488872528,120.5,9326.12,173
2019-09-28T18:12:29.000+02:00,46.86725831031799,19.88252329826355,120.1,9329.080000000002,173
2019-09-28T18:12:30.000+02:00,46.86726665496826,19.882486581802368,119.8,9332.06,175
2019-09-28T18:12:31.000+02:00,46.86727166175842,19.882449984550476,119.8,9335.03,175
2019-09-28T18:12:32.000+02:00,46.8672798871994,19.882413268089294,119.8,9337.960000000001,175
2019-09-28T18:12:33.000+02:00,46.86728489398956,19.88237988948822,120.0,9340.880000000001,175
2019-09-28T18:12:34.000+02:00,46.86729156970978,19.88234829902649,120.0,9343.760000000002,175
2019-09-28T18:12:35.000+02:00,46.867299914360046,19.882311582565308,120.1,9346.570000000002,175
2019-09-28T18:12:36.000+02:00,46.86730492115021,19.882274985313416,120.1,9349.41,175
2019-09-28T18:12:37.000+02:00,46.86730992794037,19.88224160671234,119.8,9352.24,175
2019-09-28T18:12:38.000+02:00,46.867313265800476,19.88220989704132,119.6,9355.04,175
2019-09-28T18:12:39.000+02:00,46.867313265800476,19.882176637649536,119.3,9357.77,175
2019-09-28T18:12:40.000+02:00,46.86731660366058,19.882141590118408,119.6,9360.470000000001,175
2019-09-28T18:12:41.000+02:00,46.867321610450745,19.882104992866516,119.8,9363.150000000001,175
2019-09-28T18:12:42.000+02:00,46.8673232793808,19.882071614265442,119.8,9365.85,175
2019-09-28T18:12:43.000+02:00,46.867326617240906,19.88203489780426,120.1,9368.550000000001,175
2019-09-28T18:12:44.000+02:00,46.86733162403107,19.881998300552368,120.1,9371.250000000002,175
2019-09-28T18:12:45.000+02:00,46.86733162403107,19.881961584091187,120.3,9373.97,173
2019-09-28T18:12:46.000+02:00,46.867334961891174,19.881924986839294,120.1,9376.7,173
2019-09-28T18:12:47.000+02:00,46.86733162403107,19.88188660144806,120.3,9379.45,173
2019-09-28T18:12:48.000+02:00,46.86733162403107,19.88184666633606,120.5,9382.240000000002,173
2019-09-28T18:12:49.000+02:00,46.867334961891174,19.881804943084717,120.8,9385.060000000001,173
2019-09-28T18:12:50.000+02:00,46.86733663082123,19.881768226623535,121.3,9387.910000000002,174
2019-09-28T18:12:51.000+02:00,46.86733663082123,19.881726622581482,121.0,9390.770000000002,174
2019-09-28T18:12:52.000+02:00,46.86733162403107,19.8816899061203,120.6,9393.66,174
2019-09-28T18:12:53.000+02:00,46.86732828617096,19.881651639938354,120.6,9396.550000000001,174
2019-09-28T18:12:54.000+02:00,46.867326617240906,19.881616592407227,120.1,9399.44,174
2019-09-28T18:12:55.000+02:00,46.867326617240906,19.88157832622528,119.8,9402.28,172
2019-09-28T18:12:56.000+02:00,46.8673232793808,19.881544947624207,120.1,9405.140000000001,172
2019-09-28T18:12:57.000+02:00,46.8673232793808,19.881508231163025,120.6,9407.970000000001,172
2019-09-28T18:12:58.000+02:00,46.8673232793808,19.881471633911133,120.8,9410.79,172
2019-09-28T18:12:59.000+02:00,46.867321610450745,19.881431579589844,121.1,9413.6,172
2019-09-28T18:13:00.000+02:00,46.8673232793808,19.88139498233795,121.3,9416.440000000002,172
2019-09-28T18:13:01.000+02:00,46.8673232793808,19.881356596946716,121.8,9419.28,172
2019-09-28T18:13:02.000+02:00,46.8673232793808,19.881316661834717,122.3,9422.140000000001,172
2019-09-28T18:13:03.000+02:00,46.8673232793808,19.88127827644348,122.6,9425.02,172
2019-09-28T18:13:04.000+02:00,46.8673232793808,19.881238222122192,122.8,9427.91,172
2019-09-28T18:13:05.000+02:00,46.867326617240906,19.881199955940247,123.0,9430.810000000001,174
2019-09-28T18:13:06.000+02:00,46.867326617240906,19.881159901618958,123.1,9433.710000000001,174
2019-09-28T18:13:07.000+02:00,46.86733162403107,19.88112163543701,123.3,9436.630000000001,174
2019-09-28T18:13:08.000+02:00,46.86733162403107,19.88107991218567,123.6,9439.56,174
2019-09-28T18:13:09.000+02:00,46.8673449754715,19.881043314933777,123.1,9442.54,174
2019-09-28T18:13:10.000+02:00,46.86734998226166,19.881006598472595,122.6,9445.53,174
2019-09-28T18:13:11.000+02:00,46.86735498905182,19.880969882011414,122.6,9448.48,174
2019-09-28T18:13:12.000+02:00,46.86735999584198,19.88093328475952,122.6,9451.410000000002,174
2019-09-28T18:13:13.000+02:00,46.8673632144928,19.880893230438232,122.5,9454.34,174
2019-09-28T18:13:14.000+02:00,46.86736488342285,19.880854964256287,122.6,9457.27,174
2019-09-28T18:13:15.000+02:00,46.86736989021301,19.880814909934998,122.6,9460.220000000001,176
2019-09-28T18:13:16.000+02:00,46.86737322807312,19.88077998161316,122.1,9463.170000000002,176
2019-09-28T18:13:17.000+02:00,46.86737322807312,19.88073992729187,121.8,9466.090000000002,176
2019-09-28T18:13:18.000+02:00,46.86738157272339,19.880698323249817,121.1,9469.03,176
2019-09-28T18:13:19.000+02:00,46.86738324165344,19.880656599998474,120.6,9472.02,176
2019-09-28T18:13:20.000+02:00,46.8673882484436,19.88061499595642,120.3,9475.02,176
2019-09-28T18:13:21.000+02:00,46.86739158630371,19.88057827949524,120.0,9478.060000000001,176
2019-09-28T18:13:22.000+02:00,46.86739659309387,19.880541563034058,119.8,9481.060000000001,176
2019-09-28T18:13:23.000+02:00,46.86740159988403,19.880509972572327,119.8,9484.02,176
2019-09-28T18:13:24.000+02:00,46.86740493774414,19.88047158718109,120.0,9486.9,176
2019-09-28T18:13:25.000+02:00,46.86740493774414,19.880436658859253,119.8,9489.800000000001,178
2019-09-28T18:13:26.000+02:00,46.867406606674194,19.88040328025818,120.0,9492.630000000001,178
2019-09-28T18:13:27.000+02:00,46.867411613464355,19.88036322593689,119.8,9495.44,178
2019-09-28T18:13:28.000+02:00,46.86741828918457,19.88032829761505,120.1,9498.270000000002,178
2019-09-28T18:13:29.000+02:00,46.867419958114624,19.880288243293762,120.3,9501.090000000002,178
2019-09-28T18:13:30.000+02:00,46.867419958114624,19.88025164604187,121.1,9503.95,180
2019-09-28T18:13:31.000+02:00,46.867419958114624,19.880209922790527,121.8,9506.810000000001,180
2019-09-28T18:13:32.000+02:00,46.867419958114624,19.880173325538635,122.0,9509.69,180
2019-09-28T18:13:33.000+02:00,46.867419958114624,19.880136609077454,122.1,9512.57,180
2019-09-28T18:13:34.000+02:00,46.86741828918457,19.88009822368622,122.5,9515.42,180
2019-09-28T18:13:35.000+02:00,46.867411613464355,19.88005828857422,122.6,9518.3,180
2019-09-28T18:13:36.000+02:00,46.8674099445343,19.880019903182983,122.5,9521.19,180
2019-09-28T18:13:37.000+02:00,46.86740159988403,19.87997829914093,122.1,9524.1,180
2019-09-28T18:13:38.000+02:00,46.86739659309387,19.87993824481964,122.0,9527.060000000001,180
2019-09-28T18:13:39.000+02:00,46.86738657951355,19.87990164756775,122.0,9530.050000000001,180
